Title,Text,Entity,Type
The Dying Earth,"""In a moment,"" he said, ""you may enter this room."" T'sais waited a period; then, as she was bid, entered the next room.",T'sais,Person
The Dying Earth,"""On the bench to the left,"" came Pandelume's voice, ""you will find an amulet and a little sack of gems. Clasp this amulet upon your wrist; it will reflect magic intended evilly against him who utters the spell. This is a most powerful rune; guard it well."" T'sais obeyed, and tied the jewels inside her sash. ""Lay your sword upon this bench, stand upon the rune in the floor and close your eyes tightly. I must enter the room. I charge you, do not attempt to see me—for there are terrible consequences."" T'sais discarded her sword, stood upon the metal rune, locked her eyes. She heard a slow step, heard the clink of metal, then a high intense shrilling, dying slowly.",Pandelume,Person
The Dying Earth,"""On the bench to the left,"" came Pandelume's voice, ""you will find an amulet and a little sack of gems. Clasp this amulet upon your wrist; it will reflect magic intended evilly against him who utters the spell. This is a most powerful rune; guard it well."" T'sais obeyed, and tied the jewels inside her sash. ""Lay your sword upon this bench, stand upon the rune in the floor and close your eyes tightly. I must enter the room. I charge you, do not attempt to see me—for there are terrible consequences."" T'sais discarded her sword, stood upon the metal rune, locked her eyes. She heard a slow step, heard the clink of metal, then a high intense shrilling, dying slowly.",T'sais,Person
The Dying Earth,"""Your sword lives,"" said Pandelume, and his voice sounded strangely loud, coming from so near. ""It will kill your enemies with intelligence.",Pandelume,Person
The Dying Earth,"Reach your hand and take it."" T'sais sheathed her slim rapier, now warm and quivering.",T'sais,Person
The Dying Earth,"""Where on Earth will you go?"" asked Pandelume. ""To the land of men, or to the great ruined wildernesses?"" ""To Ascolais,"" said T'sais, for the one who had told her of beauty had spoken of this land.",Pandelume,Person
The Dying Earth,"""Where on Earth will you go?"" asked Pandelume. ""To the land of men, or to the great ruined wildernesses?"" ""To Ascolais,"" said T'sais, for the one who had told her of beauty had spoken of this land.",T'sais,Person
The Dying Earth,"""As you wish,"" said Pandelume. ""Now hark! If you ever seek to return to Embelyon—"" ""No,"" said T'sais. ""I would rather die."" ""Please yourself in that regard."" T'sais remained silent.",Pandelume,Person
The Dying Earth,"""As you wish,"" said Pandelume. ""Now hark! If you ever seek to return to Embelyon—"" ""No,"" said T'sais. ""I would rather die."" ""Please yourself in that regard."" T'sais remained silent.",T'sais,Person
The Dying Earth,"""Now I will touch you. You will be dizzy a moment— and then you will open your eyes on Earth. It is almost night, and terrible things rove the dark. So seek shelter quickly."" In high excitement T'sais felt the touch of Pandelume. There was a wavering in her brain, a swift unthinkable flight . . . Strange soil was under her feet, strange air at her face with a sharper tang. She opened her eyes.",Pandelume,Person
The Dying Earth,"""Now I will touch you. You will be dizzy a moment— and then you will open your eyes on Earth. It is almost night, and terrible things rove the dark. So seek shelter quickly."" In high excitement T'sais felt the touch of Pandelume. There was a wavering in her brain, a swift unthinkable flight . . . Strange soil was under her feet, strange air at her face with a sharper tang. She opened her eyes.",T'sais,Person
The Dying Earth,"T'sais slowly approached. Some of the walls yet were standing, stone on weathered stone, the mortar long since dissolved. She moved wonderingly around a great effigy, mouldered, chipped, cracked, almost entirely buried; puzzled a moment at the characters carved in the base.",T'sais,Person
The Dying Earth,"Wide-eyed she stared at what remained of the visage —cruel eyes, sneering mouth, a nose broken off. T'sais shuddered faintly. There was nothing here for her; she turned to go.",T'sais,Person
The Dying Earth,"A laugh, high-pitched, gleeful, rang across the clearing. T'sais, mindful of Pandelume's warnings, waited in a dark recess. Movement flickered between the trees; a man and woman lurched into the failing sunlight; then came a young man treading light as air, singing and whistling. He held a light sword, which he used to prod the two, who were bound.",Pandelume,Person
The Dying Earth,"A laugh, high-pitched, gleeful, rang across the clearing. T'sais, mindful of Pandelume's warnings, waited in a dark recess. Movement flickered between the trees; a man and woman lurched into the failing sunlight; then came a young man treading light as air, singing and whistling. He held a light sword, which he used to prod the two, who were bound.",T'sais,Person
The Dying Earth,"They halted before the ruins, close by T'sais, and she could see the faces. The bound man was a thin-faced wretch with a ragged red beard and eyes darting and desperate; the woman was short and plump. Their captor was Liane the Wayfarer. His brown hair waved softly, his features moved in charm and flexibility. He had golden-hazel eyes, large and beautiful, never still. He wore red leather shoes with curled tops, a suit of red and green, a green cloak, and a peaked hat with a red feather. T'sais watched without comprehension. The three were equally vile, of sticky blood, red pulp, inner filth. Liane seemed slightly less ignoble—he was the most agile, the most elegant. And T'sais watched with little interest.",T'sais,Person
The Dying Earth,"Not twenty feet from T'sais he slid aside a stone in the ancient flags, came forth with tinder and flint, and kindled a fire. From his pouch he took a bit of meat, which he toasted and ate daintily, sucking his fingers.",T'sais,Person
The Dying Earth,"""To business,"" cried Liane. His voice was shrill and clear as the call of a flute. ""First,"" and he made a solemnly waggish gesture, ""I must assure that our revelations are weighted with soberness and truth."" He ducked into his lair under the flags and brought forth four stout staffs. He laid one of these across the thighs of the man, passed the second across this, through the crotch of his captive's legs, so that with slight effort he could crush down at the thighs and up at the small of the back. He tested his device and crowed as the man cried out. He adjusted a similar arrangement upon the woman. T'sais watched in perplexity.",T'sais,Person
The Dying Earth,"To T'sais the scene began to assume meaning. The two captives were concealing information the young man desired; hence he would hurt them until in desperation they did as he asked. A clever artifice, one which she would hardly have thought of herself.",T'sais,Person
The Dying Earth,"""Say nothing—"" gasped the man, and lapsed into pain. The woman cursed, sobbed, pleaded. At last: ""I tell, I tell you all!"" she cried. ""Dellare has gone to Efred!"" Liane relaxed his efforts. ""Efred. So. In the Land of the Falling Wall."" He pursed his lips. ""It might be true. But I disbelieve. You must tell me once more, under the influence of the truth-evoker."" And he brought a brand from the fire and adjusted it at her ankles—and set to work on the man once more. The woman spoke not.",Dellare,Person
The Dying Earth,"""She is dead!"" cried her husband. ""Dead! My wife is dead! Ah—Liane, you demon, you foulness!"" he screamed. ""I curse you! by Thial, by Kraan—"" His voice quavered into high-pitched hysteria.",Kraan,Person
The Dying Earth,"T'sais was disturbed. The woman was dead. Was not killing wicked? So Pandelume had said. If the woman were good, as the bearded man had said, then Liane was evil. Things of blood and filth all, of course. Still, it was vile, hurting a live thing till it died.",Pandelume,Person
The Dying Earth,"T'sais was disturbed. The woman was dead. Was not killing wicked? So Pandelume had said. If the woman were good, as the bearded man had said, then Liane was evil. Things of blood and filth all, of course. Still, it was vile, hurting a live thing till it died.",T'sais,Person
The Dying Earth,"""You are lovely, my dear, and I—I am the perfect man; so you shall see."" T'sais laid her hand on her rapier, and it sprang out by itself. Liane leapt back, alarmed by the blade and likewise by the blaze which glowed deep from the warped brain.",T'sais,Person
The Dying Earth,"""What means this? Come, come,"" he fretted. ""Put away your steel. It is sharp and hard. You must lay it away. I am a kind man, but I brook no annoyance."" T'sais stood over the prone bodies. The man looked up at her feverishly. The woman stared at the dark sky.",T'sais,Person
The Dying Earth,"Liane the Wayfarer sank to his knees coughing blood. T'sais pulled away the rapier, wiped the blood on the gay green cloak, and sheathed it with difficulty. It wished to stab, to pierce, to kill.",T'sais,Person
The Dying Earth,"Liane lay unconscious. T'sais turned away, sick. A thin voice reached her. ""Release me—"" T'sais considered, then she cut the bonds. The man stumbled to his wife, stroked her, flung off the bonds, called to her uplifted face. There was no answer. He sprang erect in madness and howled into the night.",T'sais,Person
The Dying Earth,"T'sais shivered. She glanced from the prone Liane to the black forest where the flickering circle of the firelight failed to reach. Slowly, with many backward glances, she left the tumbled ruins, the meadow. The bleeding figure of Liane remained by the dying fire.",T'sais,Person
The Dying Earth,"The glimmer of flame waned, was lost in the darkness. T'sais groped her way between the looming trunks; and the murk was magnified by the twist in her brain. There never had been night in Embelyon, only an opalescent dimming. So T'sais continued down the sighing forest courses, stifled, weighed, yet oblivious to the things she might have met—the Deodands, the pelgrane, the prowling erbs (creatures mixed of beasts, man and demon) the gids, who leaps twenty feet across the turf and clasped themselves to their victims.",T'sais,Person
The Dying Earth,"T'sais went unmolested, and presently reached the edge of the forest.",T'sais,Person
The Dying Earth,"The ground rose, the trees thinned, and T'sais come out on an illimitable dark expanse. This was Modavna Moor, a place of history, a tract which had borne the tread of many feet and absorbed much blood. At one famous slaughtering, Golickan Kodek the Conqueror had herded here the populations of two great cities, G'Vasan and Bautiku, constricted them in a circle three miles across, gradually pushed them tighter, tighter, tighter, panicked them toward the center within his flapping-armed sub- human cavalry, until at last he had achieved a gigantic squirming mound, half a thousand feet high, a pyramid of screaming flesh. It is said that Golickan Kodek mused ten minutes at his monument, then turned and rode his bounding mount back to the land of Laidenur from whence he had come.",Laidenur,Person
The Dying Earth,"The ground rose, the trees thinned, and T'sais come out on an illimitable dark expanse. This was Modavna Moor, a place of history, a tract which had borne the tread of many feet and absorbed much blood. At one famous slaughtering, Golickan Kodek the Conqueror had herded here the populations of two great cities, G'Vasan and Bautiku, constricted them in a circle three miles across, gradually pushed them tighter, tighter, tighter, panicked them toward the center within his flapping-armed sub- human cavalry, until at last he had achieved a gigantic squirming mound, half a thousand feet high, a pyramid of screaming flesh. It is said that Golickan Kodek mused ten minutes at his monument, then turned and rode his bounding mount back to the land of Laidenur from whence he had come.",Golickan Kodek,Person
The Dying Earth,"The ground rose, the trees thinned, and T'sais come out on an illimitable dark expanse. This was Modavna Moor, a place of history, a tract which had borne the tread of many feet and absorbed much blood. At one famous slaughtering, Golickan Kodek the Conqueror had herded here the populations of two great cities, G'Vasan and Bautiku, constricted them in a circle three miles across, gradually pushed them tighter, tighter, tighter, panicked them toward the center within his flapping-armed sub- human cavalry, until at last he had achieved a gigantic squirming mound, half a thousand feet high, a pyramid of screaming flesh. It is said that Golickan Kodek mused ten minutes at his monument, then turned and rode his bounding mount back to the land of Laidenur from whence he had come.",T'sais,Person
The Dying Earth,"The ground rose, the trees thinned, and T'sais come out on an illimitable dark expanse. This was Modavna Moor, a place of history, a tract which had borne the tread of many feet and absorbed much blood. At one famous slaughtering, Golickan Kodek the Conqueror had herded here the populations of two great cities, G'Vasan and Bautiku, constricted them in a circle three miles across, gradually pushed them tighter, tighter, tighter, panicked them toward the center within his flapping-armed sub- human cavalry, until at last he had achieved a gigantic squirming mound, half a thousand feet high, a pyramid of screaming flesh. It is said that Golickan Kodek mused ten minutes at his monument, then turned and rode his bounding mount back to the land of Laidenur from whence he had come.",Modavna Moor,Location
The Dying Earth,"The ghosts of the ancient populations had paled and dissolved and Modavna Moor was less stifling than the forest. Bushes grew like blots from the ground. A line of rocky crags at the horizon jutted sharp against a faint violet afterglow. T'sais picked her way across the turf, relieved that the sky was open above. A few minutes later she came to an ancient road of stone slab, cracked and broken, bordered by a ditch where luminous star-shaped flowers grew. A wind came sighing off the moor to dampen her face with mist. She went wearily down the road. No shelter was visible, and the wind whipped coldly at her cloak.",T'sais,Person
The Dying Earth,"The ghosts of the ancient populations had paled and dissolved and Modavna Moor was less stifling than the forest. Bushes grew like blots from the ground. A line of rocky crags at the horizon jutted sharp against a faint violet afterglow. T'sais picked her way across the turf, relieved that the sky was open above. A few minutes later she came to an ancient road of stone slab, cracked and broken, bordered by a ditch where luminous star-shaped flowers grew. A wind came sighing off the moor to dampen her face with mist. She went wearily down the road. No shelter was visible, and the wind whipped coldly at her cloak.",Modavna Moor,Location
The Dying Earth,"One struck a light, fired a torch, to examine his prize. T'sais saw three bearded, scarred rogues of the moor; they wore gray pandy-suits, stained and fouled by mud and filth.",T'sais,Person
The Dying Earth,"""Who are you, woman of the night?"" asked one with some respect. ""A witch, to have such jewels, and walk Modavna Moor alone?"" T'sais had neither wit nor experience to improvise falsehood.",T'sais,Person
The Dying Earth,"""Who are you, woman of the night?"" asked one with some respect. ""A witch, to have such jewels, and walk Modavna Moor alone?"" T'sais had neither wit nor experience to improvise falsehood.",Modavna Moor,Location
The Dying Earth,"""I am no witch! Release me, you stinking animals!"" ""No witch? Then what manner of woman are you? Whence do you come?"" ""I am T'sais, of Embelyon,"" she cried angrily. ""Pandelume created me, and I seek love and beauty on Earth. Now drop your hands, for I would go my way!"" The first rogue chortled. ""Ho, ho! Seeking love and beauty! You have achieved something of your quest, girl—for while we lads are no beauties, to be sure, Tagman being covered with scab and Lasard lacking his teeth and ears—still we have much love, hey, lads? We will show you as much love as you desire! Hey, lads?"" And in spite of T'sais horrified outcries, they dragged her across the moor to a stone cabin.",Pandelume,Person
The Dying Earth,"""I am no witch! Release me, you stinking animals!"" ""No witch? Then what manner of woman are you? Whence do you come?"" ""I am T'sais, of Embelyon,"" she cried angrily. ""Pandelume created me, and I seek love and beauty on Earth. Now drop your hands, for I would go my way!"" The first rogue chortled. ""Ho, ho! Seeking love and beauty! You have achieved something of your quest, girl—for while we lads are no beauties, to be sure, Tagman being covered with scab and Lasard lacking his teeth and ears—still we have much love, hey, lads? We will show you as much love as you desire! Hey, lads?"" And in spite of T'sais horrified outcries, they dragged her across the moor to a stone cabin.",T'sais,Person
The Dying Earth,"""I am no witch! Release me, you stinking animals!"" ""No witch? Then what manner of woman are you? Whence do you come?"" ""I am T'sais, of Embelyon,"" she cried angrily. ""Pandelume created me, and I seek love and beauty on Earth. Now drop your hands, for I would go my way!"" The first rogue chortled. ""Ho, ho! Seeking love and beauty! You have achieved something of your quest, girl—for while we lads are no beauties, to be sure, Tagman being covered with scab and Lasard lacking his teeth and ears—still we have much love, hey, lads? We will show you as much love as you desire! Hey, lads?"" And in spite of T'sais horrified outcries, they dragged her across the moor to a stone cabin.",Tagman,Person
The Dying Earth,"""I am no witch! Release me, you stinking animals!"" ""No witch? Then what manner of woman are you? Whence do you come?"" ""I am T'sais, of Embelyon,"" she cried angrily. ""Pandelume created me, and I seek love and beauty on Earth. Now drop your hands, for I would go my way!"" The first rogue chortled. ""Ho, ho! Seeking love and beauty! You have achieved something of your quest, girl—for while we lads are no beauties, to be sure, Tagman being covered with scab and Lasard lacking his teeth and ears—still we have much love, hey, lads? We will show you as much love as you desire! Hey, lads?"" And in spite of T'sais horrified outcries, they dragged her across the moor to a stone cabin.",Lasard,Person
The Dying Earth,"They entered, and one kindled a roaring fire, while two stripped T'sais of her rapier and flung it in a corner. They locked the door with a great iron key, and released her. She sprang for her sword, but a buffet sent her to the foul floor.",T'sais,Person
The Dying Earth,"""May that quiet you, fiend-cat!"" panted Tagman. ""You should be happy,"" and they renewed their banter. ""Admitted we are not beauties, yet we will show you all the love you may wish."" T'sais crouched in a corner. ""I know not what love is,"" she panted. ""In any event I want none of yours!"" ""Is it possible?"" they crowed. ""You are yet innocent?"" And T'sais listened with eyes glazing as they proceeded to describe in evil detail their concept of love.",T'sais,Person
The Dying Earth,"""May that quiet you, fiend-cat!"" panted Tagman. ""You should be happy,"" and they renewed their banter. ""Admitted we are not beauties, yet we will show you all the love you may wish."" T'sais crouched in a corner. ""I know not what love is,"" she panted. ""In any event I want none of yours!"" ""Is it possible?"" they crowed. ""You are yet innocent?"" And T'sais listened with eyes glazing as they proceeded to describe in evil detail their concept of love.",Tagman,Person
The Dying Earth,"T'sais sprang from her corner in a frenzy, kicking, beating her fists at the moor-men. And when she had been flung into her corner, bruised and half-dead, the men brought out a great cask of mead, to fortify themselves for their pleasure.",T'sais,Person
The Dying Earth,"Now they cast lots as to who should be the first to enjoy the girl. The issue was declared, and here an altercation arose, two claiming that he who won had cheated. Angry words evolved, and as T'sais watched, dazed in horror beyond the concept of a normal mind, they fought like bulls in a rut, with great curses, mighty blows. T'sais crept to her rapier, and as it felt her touch, it lofted into the air like a bird. It lunged itself into the fight, dragging T'sais behind. The three shouted hoarsely, the steel flickered—in, out, faster than the eye. Cries, groans—and three sprawled on the earthen floor, gaping-mouthed corpses. T'sais found the key, unlocked the door, fled madly through the night.",T'sais,Person
The Dying Earth,"Embelyon was lost, renounced. And T'sais wept.",T'sais,Person
The Dying Earth,"T'sais stumbled clear, fell, snatched herself up. Wailing, she fled across the moor, insensible to scratching furze, tearing thorn. The Deodand bounded after, venting eerie moans.",T'sais,Person
The Dying Earth,"A loom, a light ahead—a cottage. T'sais, breath coming in sobs, lurched to the threshold. The door mercifully gave. She fell in, slammed the door, dropped the bar. The weight of the Deodand thudded against the barrier.",T'sais,Person
The Dying Earth,"The man came to stand over T'sais, who lay flung like a doll on the red brick floor. He stooped, lifted the limp form, and carried her to a wide padded bench beside the fire. He removed her sandals, her quivering rapier, her sodden cloak. He brought unguent and applied it to her scratches and bruises. He wrapped her in soft flannel blanketing, pillowed her head, and, assured that she was comfortable, once more sat himself by the fire.",T'sais,Person
The Dying Earth,T'sais felt warm pungent liquid in her mouth and opened her eyes.,T'sais,Person
The Dying Earth,"T'sais shrank away. ""Quietly,"" said the man. ""Nothing will harm you."" Slowly, doubtfully, she relaxed and lay still.",T'sais,Person
The Dying Earth,"Red sunlight poured in through the windows, and the cottage was warm. It was paneled in golden wood, with a fretwork painted in red and blue and brown circling the ceiling. Now the man brought more broth from the fire, bread from a locker, and placed them before her. After a moment's hesitation, T'sais ate.",T'sais,Person
The Dying Earth,"Recollection suddenly came to her; she shuddered, looked wildly around the room. The man noted her taut face. He stooped and laid a hand on her head. T'sais lay quiet, half in dread.",T'sais,Person
The Dying Earth,"""You are safe here,"" said the man. ""Fear nothing."" A vagueness came over T'sais. Her eyes grew heavy. She slept.",T'sais,Person
The Dying Earth,"Was this beautiful? T'sais pondered. Her warped brain saw bleakness in the line of the moor, cutting harshness in the crags, and in the forest—terror.",T'sais,Person
The Dying Earth,"He halted before her. ""Are you hungry?"" T'sais considered. ""Yes."" ""Then we will eat."" He entered the cottage, stirred up the fire, and spitted meat. T'sais stood uncertainly in the background. She had always served herself. She felt an uneasiness: cooperation was an idea she had not yet encountered.",T'sais,Person
The Dying Earth,"""Tell me of yourself,"" he said after a few moments. So T'sais, who had never learned to be other than artless, told him her story, thus; ""I am T'sais. I came to Earth from Embelyon, where the wizard Pandelume created me."" ""Embelyon? Where is Embelyon? And who is Pandelume?"" ""Where is Embelyon?"" she repeated in puzzlement. ""I don't know. It is in a place that is not Earth. It is not very large, and lights of many colors come from the sky. Pandelume lives in Embelyon. He is the greatest wizard alive—so he tells me."" ""Ah,"" the man said. ""Perhaps I see ..."" ""Pandelume created me,"" continued T'sais, ""but there was a flaw in the pattern."" And T'sais stared into the fire. ""I see the world as a dismal place of horror; all sounds to me are harsh, all living creatures vile, in varying degrees—things of sluggish movement and inward filth. During the first of my life I thought only to trample, crush, destroy. I knew nothing but hate. Then I met my sister T'sain, who is as I without the flaw. She told me of love and beauty and happiness—and I came to Earth seeking these."" The grave blue eyes studied her.",T'sain,Person
The Dying Earth,"""Tell me of yourself,"" he said after a few moments. So T'sais, who had never learned to be other than artless, told him her story, thus; ""I am T'sais. I came to Earth from Embelyon, where the wizard Pandelume created me."" ""Embelyon? Where is Embelyon? And who is Pandelume?"" ""Where is Embelyon?"" she repeated in puzzlement. ""I don't know. It is in a place that is not Earth. It is not very large, and lights of many colors come from the sky. Pandelume lives in Embelyon. He is the greatest wizard alive—so he tells me."" ""Ah,"" the man said. ""Perhaps I see ..."" ""Pandelume created me,"" continued T'sais, ""but there was a flaw in the pattern."" And T'sais stared into the fire. ""I see the world as a dismal place of horror; all sounds to me are harsh, all living creatures vile, in varying degrees—things of sluggish movement and inward filth. During the first of my life I thought only to trample, crush, destroy. I knew nothing but hate. Then I met my sister T'sain, who is as I without the flaw. She told me of love and beauty and happiness—and I came to Earth seeking these."" The grave blue eyes studied her.",Pandelume,Person
The Dying Earth,"""Tell me of yourself,"" he said after a few moments. So T'sais, who had never learned to be other than artless, told him her story, thus; ""I am T'sais. I came to Earth from Embelyon, where the wizard Pandelume created me."" ""Embelyon? Where is Embelyon? And who is Pandelume?"" ""Where is Embelyon?"" she repeated in puzzlement. ""I don't know. It is in a place that is not Earth. It is not very large, and lights of many colors come from the sky. Pandelume lives in Embelyon. He is the greatest wizard alive—so he tells me."" ""Ah,"" the man said. ""Perhaps I see ..."" ""Pandelume created me,"" continued T'sais, ""but there was a flaw in the pattern."" And T'sais stared into the fire. ""I see the world as a dismal place of horror; all sounds to me are harsh, all living creatures vile, in varying degrees—things of sluggish movement and inward filth. During the first of my life I thought only to trample, crush, destroy. I knew nothing but hate. Then I met my sister T'sain, who is as I without the flaw. She told me of love and beauty and happiness—and I came to Earth seeking these."" The grave blue eyes studied her.",T'sais,Person
The Dying Earth,"""Have you found them?"" ""So far,"" said T'sais in a faraway voice, ""I have found only such evil as I never even encountered in my nightmares."" Slowly she told him her adventures.",T'sais,Person
The Dying Earth,"""I think I shall kill myself,"" said T'sais, in the same distant voice, ""for what I want is infinitely lost."" And the man, watching, saw how the red afternoon sun coppered her skin, noted the loose, black hair, the long thoughtful eyes. He shuddered at the thought of this creature being lost into the dust of Earth's forgotten trillions.",T'sais,Person
The Dying Earth,"""No!"" he said sharply. T'sais stared at him in surprise. Surely one's life was one's own, to do with as one pleased.",T'sais,Person
The Dying Earth,"""Have you found nothing on Earth,"" he asked, ""that you would regret leaving?"" T'sais knit her brows. ""I can think of nothing—unless it be the peace of this cottage."" The man laughed. ""Then this shall be your home, for as long as you wish, and I will try to show you that the world is sometimes good—though in truth—"" his voice changed ""—I have not found it so."" ""Tell me,"" said T'sais, ""what is your name? Why do you wear the hood?"" ""My name? Etarr,"" he said in a voice subtly harsh. ""Etarr is enough of it. I wear the mask because of the most wicked woman of Ascolais— Ascolais, Almery, Kauchique—the entire world. She made my face such that I cannot abide my own sight."" He relaxed, and gave a weary laugh. ""No need for anger any more."" ""Is she alive still?"" ""Yes, she lives, and no doubt still works evil on all she meets."" He sat looking into the fire. ""One time I knew nothing of this. She was young, beautiful, laden with a thousand fragrances and charming playfulnesses.",Etarr,Person
The Dying Earth,"""Have you found nothing on Earth,"" he asked, ""that you would regret leaving?"" T'sais knit her brows. ""I can think of nothing—unless it be the peace of this cottage."" The man laughed. ""Then this shall be your home, for as long as you wish, and I will try to show you that the world is sometimes good—though in truth—"" his voice changed ""—I have not found it so."" ""Tell me,"" said T'sais, ""what is your name? Why do you wear the hood?"" ""My name? Etarr,"" he said in a voice subtly harsh. ""Etarr is enough of it. I wear the mask because of the most wicked woman of Ascolais— Ascolais, Almery, Kauchique—the entire world. She made my face such that I cannot abide my own sight."" He relaxed, and gave a weary laugh. ""No need for anger any more."" ""Is she alive still?"" ""Yes, she lives, and no doubt still works evil on all she meets."" He sat looking into the fire. ""One time I knew nothing of this. She was young, beautiful, laden with a thousand fragrances and charming playfulnesses.",T'sais,Person
The Dying Earth,"""Have you found nothing on Earth,"" he asked, ""that you would regret leaving?"" T'sais knit her brows. ""I can think of nothing—unless it be the peace of this cottage."" The man laughed. ""Then this shall be your home, for as long as you wish, and I will try to show you that the world is sometimes good—though in truth—"" his voice changed ""—I have not found it so."" ""Tell me,"" said T'sais, ""what is your name? Why do you wear the hood?"" ""My name? Etarr,"" he said in a voice subtly harsh. ""Etarr is enough of it. I wear the mask because of the most wicked woman of Ascolais— Ascolais, Almery, Kauchique—the entire world. She made my face such that I cannot abide my own sight."" He relaxed, and gave a weary laugh. ""No need for anger any more."" ""Is she alive still?"" ""Yes, she lives, and no doubt still works evil on all she meets."" He sat looking into the fire. ""One time I knew nothing of this. She was young, beautiful, laden with a thousand fragrances and charming playfulnesses.",Kauchique,Nationality or Religious or Political group
The Dying Earth,"""One morning I looked up from my star-charts and saw Javanne walking through the portal. She was as young and slender as yourself.",Javanne,Person
The Dying Earth,"But presently I found that Javanne was one of dark urges that the love of man could never quell. And one midnight I found her in the embrace of a black naked demon, and the sight twisted my mind.",Javanne,Person
The Dying Earth,"And she put me through foul degradations, and called up things from Kalu, from Fauvune, from Jeldred, to mock and defile my body. She made me witness her play with these things, and when I pointed out the creature that sickened me the most, by magic she gave me its face, the face I wear now."" ""Can such women exist?"" marvelled T'sais.",T'sais,Person
The Dying Earth,"""Indeed."" The grave blue eyes studied her attentively. ""At last one night while the demons tumbled me across the crags behind the hills, a flint tore the rune from my aim. I was free; I chanted a spell which sent the shapes shrieking off through the sky, and returned to the villa. ""And I met Javanne of the red hair in the great hall, and her eyes were cool and innocent. I drew my knife to stab her throat, but she said 'Hold! Kill me and you wear your demon-face forever, for only I know how to change it.' So she ran blithely away from the villa, and I, unable to bear the sight of the place, came to the moors. And always I seek her, to regain my face."" ""Where is she now?"" asked T'sais, whose troubles seemed small compared to those of Etarr the Masked.",Javanne,Person
The Dying Earth,"""Indeed."" The grave blue eyes studied her attentively. ""At last one night while the demons tumbled me across the crags behind the hills, a flint tore the rune from my aim. I was free; I chanted a spell which sent the shapes shrieking off through the sky, and returned to the villa. ""And I met Javanne of the red hair in the great hall, and her eyes were cool and innocent. I drew my knife to stab her throat, but she said 'Hold! Kill me and you wear your demon-face forever, for only I know how to change it.' So she ran blithely away from the villa, and I, unable to bear the sight of the place, came to the moors. And always I seek her, to regain my face."" ""Where is she now?"" asked T'sais, whose troubles seemed small compared to those of Etarr the Masked.",T'sais,Person
The Dying Earth,"""Tomorrow night, I know where to find her. It is the night of the Black Sabbath—the night dedicated to evil since the dawn of Earth."" ""And you will attend this festival?"" ""Not as a celebrant—though in truth,"" said Etarr ruefully, ""without my hood I would be one of the things who are there, and would pass unnoticed."" T'sais shuddered and pressed back against the wall. Etarr saw the gesture and sighed..",Etarr,Person
The Dying Earth,"""Tomorrow night, I know where to find her. It is the night of the Black Sabbath—the night dedicated to evil since the dawn of Earth."" ""And you will attend this festival?"" ""Not as a celebrant—though in truth,"" said Etarr ruefully, ""without my hood I would be one of the things who are there, and would pass unnoticed."" T'sais shuddered and pressed back against the wall. Etarr saw the gesture and sighed..",T'sais,Person
The Dying Earth,"Another idea occurred to her. ""With all the evil you have suffered, do you still find beauty in the world?"" ""To be sure,"" said Etarr. ""See how these moors stretch, sheer and clean, of marvellous subtle color. See how the crags rise in grandeur, like the spine of the world. And you,"" he gazed into her face, ""you are of a beauty surpassing all."" ""Surpassing Javanne?"" asked T'sais, and looked in puzzlement as Etarr laughed.",Etarr,Person
The Dying Earth,"Another idea occurred to her. ""With all the evil you have suffered, do you still find beauty in the world?"" ""To be sure,"" said Etarr. ""See how these moors stretch, sheer and clean, of marvellous subtle color. See how the crags rise in grandeur, like the spine of the world. And you,"" he gazed into her face, ""you are of a beauty surpassing all."" ""Surpassing Javanne?"" asked T'sais, and looked in puzzlement as Etarr laughed.",Javanne,Person
The Dying Earth,"Another idea occurred to her. ""With all the evil you have suffered, do you still find beauty in the world?"" ""To be sure,"" said Etarr. ""See how these moors stretch, sheer and clean, of marvellous subtle color. See how the crags rise in grandeur, like the spine of the world. And you,"" he gazed into her face, ""you are of a beauty surpassing all."" ""Surpassing Javanne?"" asked T'sais, and looked in puzzlement as Etarr laughed.",T'sais,Person
The Dying Earth,"""Indeed surpassing Javanne,"" he assured her.",Javanne,Person
The Dying Earth,"""And Javanne, do you wish to revenge yourself against her?"" ""No,"" answered Etarr, eyes far away across the moors. ""What is revenge? I care nothing for it. Soon, when the sun goes out, men will stare into the eternal night, and all will die, and Earth will bear its history, its ruins, the mountains worn to knolls— all into infinite dark.",Etarr,Person
The Dying Earth,"""And Javanne, do you wish to revenge yourself against her?"" ""No,"" answered Etarr, eyes far away across the moors. ""What is revenge? I care nothing for it. Soon, when the sun goes out, men will stare into the eternal night, and all will die, and Earth will bear its history, its ruins, the mountains worn to knolls— all into infinite dark.",Javanne,Person
The Dying Earth,"Why revenge?"" Presently they left the cottage and wandered across the moor, Etarr trying to show her beauty—the slow river Scaum flowing through green rushes, clouds basking in the wan sunlight over the crags, a bird wheeling on spread wings, the wide smoky sweep of Modavna Moor. And T'sais strove always to make her brain see this beauty, and always did she fail. But she had learned to check the wild anger that the sights of the world had once aroused. And her craving to kill diminished, and her face relaxed from its tense set.",T'sais,Person
